"","guess1","guess2","guess3","truth1","truth2","truth3","code1","code2","code3","code4","code5","code6","game","id"
"2493",4,4,1,1,3,1,4,1,4,21,1,1,5,13
"2494",4,2,3,1,3,1,4,1,4,21,1,1,5,13
"2495",5,4,6,1,3,1,4,1,4,21,1,1,5,13
"2496",4,2,1,1,3,1,4,1,4,21,1,1,5,13
"2497",4,1,1,1,3,1,4,1,4,21,1,1,5,13
"2498",1,6,1,1,3,1,4,1,4,21,1,1,5,13
"2499",1,5,1,1,3,1,4,1,4,21,1,1,5,13
"2500",1,3,1,1,3,1,4,1,4,21,1,1,5,13
"2501",2,1,1,5,2,1,15,5,5,5,1,1,6,13
"2502",1,2,1,5,2,1,15,5,5,5,1,1,6,13
"2503",1,3,1,5,2,1,15,5,5,5,1,1,6,13
"2504",1,2,3,5,2,1,15,5,5,5,1,1,6,13
"2505",1,4,2,5,2,1,15,5,5,5,1,1,6,13
"2506",2,5,1,5,2,1,15,5,5,5,1,1,6,13
"2507",1,5,2,5,2,1,15,5,5,5,1,1,6,13
"2508",2,1,5,5,2,1,15,5,5,5,1,1,6,13
"2509",5,2,1,5,2,1,15,5,5,5,1,1,6,13
"2510",4,4,5,4,4,3,4,1,1,21,4,1,7,13
"2511",4,4,1,4,4,3,4,1,1,21,4,1,7,13
"2512",4,4,2,4,4,3,4,1,1,21,4,1,7,13
"2513",4,4,6,4,4,3,4,1,1,21,4,1,7,13
"2514",4,4,3,4,4,3,4,1,1,21,4,1,7,13
"2515",1,1,6,3,1,6,5,5,6,5,5,6,8,13
"2516",1,1,5,3,1,6,5,5,6,5,5,6,8,13
"2517",1,5,6,3,1,6,5,5,6,5,5,6,8,13
"2518",4,1,6,3,1,6,5,5,6,5,5,6,8,13
"2519",2,1,6,3,1,6,5,5,6,5,5,6,8,13
"2520",3,1,6,3,1,6,5,5,6,5,5,6,8,13
"2521",1,1,1,1,1,1,21,1,1,4,1,4,9,13
"2522",1,6,6,4,1,2,5,5,6,5,5,6,10,13
"2523",3,1,3,4,1,2,5,5,6,5,5,6,10,13
"2524",5,1,5,4,1,2,5,5,6,5,5,6,10,13
"2525",2,1,2,4,1,2,5,5,6,5,5,6,10,13
"2526",2,1,4,4,1,2,5,5,6,5,5,6,10,13
"2527",4,1,2,4,1,2,5,5,6,5,5,6,10,13
"2528",1,1,1,1,3,1,21,1,4,1,1,4,11,13
"2529",1,1,6,1,3,1,21,1,4,1,1,4,11,13
"2530",4,1,1,1,3,1,21,1,4,1,1,4,11,13
"2531",1,3,1,1,3,1,21,1,4,1,1,4,11,13
"2532",3,3,3,3,4,3,1,5,15,5,5,1,12,13
"2533",3,2,3,3,4,3,1,5,15,5,5,1,12,13
"2534",3,2,5,3,4,3,1,5,15,5,5,1,12,13
"2535",3,6,3,3,4,3,1,5,15,5,5,1,12,13
"2536",3,4,3,3,4,3,1,5,15,5,5,1,12,13
"2537",1,1,1,1,1,6,21,4,4,1,1,1,13,13
"2538",1,1,3,1,1,6,21,4,4,1,1,1,13,13
"2539",1,1,2,1,1,6,21,4,4,1,1,1,13,13
"2540",1,1,4,1,1,6,21,4,4,1,1,1,13,13
"2541",1,1,5,1,1,6,21,4,4,1,1,1,13,13
"2542",1,1,6,1,1,6,21,4,4,1,1,1,13,13
"2543",3,3,3,3,4,5,1,5,15,5,5,1,14,13
"2544",3,5,5,3,4,5,1,5,15,5,5,1,14,13
"2545",3,5,2,3,4,5,1,5,15,5,5,1,14,13
"2546",3,1,5,3,4,5,1,5,15,5,5,1,14,13
"2547",3,4,5,3,4,5,1,5,15,5,5,1,14,13
"2548",3,3,3,1,2,6,5,5,15,1,1,5,15,13
"2549",6,6,6,1,2,6,5,5,15,1,1,5,15,13
"2550",6,1,1,1,2,6,5,5,15,1,1,5,15,13
"2551",1,4,6,1,2,6,5,5,15,1,1,5,15,13
"2552",1,2,6,1,2,6,5,5,15,1,1,5,15,13
"2553",6,6,6,3,4,6,1,1,1,1,1,27,16,13
"2554",6,1,2,3,4,6,1,1,1,1,1,27,16,13
"2555",4,6,5,3,4,6,1,1,1,1,1,27,16,13
"2556",3,4,6,3,4,6,1,1,1,1,1,27,16,13
"2557",6,6,6,5,3,6,5,5,6,5,5,6,17,13
"2558",6,4,4,5,3,6,5,5,6,5,5,6,17,13
"2559",2,6,1,5,3,6,5,5,6,5,5,6,17,13
"2560",5,5,6,5,3,6,5,5,6,5,5,6,17,13
"2561",3,5,6,5,3,6,5,5,6,5,5,6,17,13
"2562",5,3,6,5,3,6,5,5,6,5,5,6,17,13
"2329",2,2,4,2,6,2,1,27,1,1,1,1,1,14
"2330",2,2,1,2,6,2,1,27,1,1,1,1,1,14
"2331",2,1,4,2,6,2,1,27,1,1,1,1,1,14
"2332",4,2,5,2,6,2,1,27,1,1,1,1,1,14
"2333",3,4,2,2,6,2,1,27,1,1,1,1,1,14
"2334",6,2,2,2,6,2,1,27,1,1,1,1,1,14
"2335",2,6,2,2,6,2,1,27,1,1,1,1,1,14
"2336",3,1,3,3,3,3,1,1,27,1,1,1,2,14
"2337",3,4,3,3,3,3,1,1,27,1,1,1,2,14
"2338",3,3,3,3,3,3,1,1,27,1,1,1,2,14
"2339",2,4,1,2,2,2,5,15,1,5,1,5,3,14
"2340",5,6,1,2,2,2,5,15,1,5,1,5,3,14
"2341",3,2,2,2,2,2,5,15,1,5,1,5,3,14
"2342",3,2,3,2,2,2,5,15,1,5,1,5,3,14
"2343",3,3,2,2,2,2,5,15,1,5,1,5,3,14
"2344",3,4,4,2,2,2,5,15,1,5,1,5,3,14
"2345",2,2,2,2,2,2,5,15,1,5,1,5,3,14
"2346",3,5,6,3,1,2,5,5,6,5,5,6,4,14
"2347",1,5,2,3,1,2,5,5,6,5,5,6,4,14
"2348",1,5,3,3,1,2,5,5,6,5,5,6,4,14
"2349",5,2,2,3,1,2,5,5,6,5,5,6,4,14
"2350",5,5,3,3,1,2,5,5,6,5,5,6,4,14
"2351",1,3,2,3,1,2,5,5,6,5,5,6,4,14
"2352",3,1,2,3,1,2,5,5,6,5,5,6,4,14
"2353",4,6,6,6,6,6,1,5,1,5,5,15,5,14
"2354",5,6,6,6,6,6,1,5,1,5,5,15,5,14
"2355",1,6,6,6,6,6,1,5,1,5,5,15,5,14
"2356",3,6,6,6,6,6,1,5,1,5,5,15,5,14
"2357",4,1,6,6,6,6,1,5,1,5,5,15,5,14
"2358",2,6,6,6,6,6,1,5,1,5,5,15,5,14
"2359",4,6,2,6,6,6,1,5,1,5,5,15,5,14
"2360",4,2,6,6,6,6,1,5,1,5,5,15,5,14
"2361",6,6,6,6,6,6,1,5,1,5,5,15,5,14
"2362",4,2,5,2,3,6,1,15,5,5,5,1,6,14
"2363",1,5,3,2,3,6,1,15,5,5,5,1,6,14
"2364",5,2,4,2,3,6,1,15,5,5,5,1,6,14
"2365",3,4,5,2,3,6,1,15,5,5,5,1,6,14
"2366",6,1,4,2,3,6,1,15,5,5,5,1,6,14
"2367",2,2,1,2,3,6,1,15,5,5,5,1,6,14
"2368",2,4,1,2,3,6,1,15,5,5,5,1,6,14
"2369",5,5,1,2,3,6,1,15,5,5,5,1,6,14
"2370",2,6,4,2,3,6,1,15,5,5,5,1,6,14
"2371",2,3,6,2,3,6,1,15,5,5,5,1,6,14
"2372",6,2,6,6,4,6,1,4,4,1,1,21,7,14
"2373",6,3,6,6,4,6,1,4,4,1,1,21,7,14
"2374",6,1,6,6,4,6,1,4,4,1,1,21,7,14
"2375",6,4,6,6,4,6,1,4,4,1,1,21,7,14
"2376",5,1,2,6,5,2,5,15,1,5,5,1,8,14
"2377",5,3,1,6,5,2,5,15,1,5,5,1,8,14
"2378",1,1,6,6,5,2,5,15,1,5,5,1,8,14
"2379",4,6,2,6,5,2,5,15,1,5,5,1,8,14
"2380",2,4,2,6,5,2,5,15,1,5,5,1,8,14
"2381",6,5,2,6,5,2,5,15,1,5,5,1,8,14
"2382",3,2,5,1,1,5,5,6,6,5,5,5,9,14
"2383",3,3,1,1,1,5,5,6,6,5,5,5,9,14
"2384",3,1,5,1,1,5,5,6,6,5,5,5,9,14
"2385",6,1,5,1,1,5,5,6,6,5,5,5,9,14
"2386",4,1,5,1,1,5,5,6,6,5,5,5,9,14
"2387",1,1,5,1,1,5,5,6,6,5,5,5,9,14
"2388",5,4,5,5,5,5,4,1,1,4,21,1,10,14
"2389",5,3,5,5,5,5,4,1,1,4,21,1,10,14
"2390",5,5,5,5,5,5,4,1,1,4,21,1,10,14
"2391",4,5,5,5,5,5,1,1,1,1,27,1,11,14
"2392",4,5,3,5,5,5,1,1,1,1,27,1,11,14
"2393",6,5,5,5,5,5,1,1,1,1,27,1,11,14
"2394",2,5,5,5,5,5,1,1,1,1,27,1,11,14
"2395",1,5,5,5,5,5,1,1,1,1,27,1,11,14
"2396",5,5,5,5,5,5,1,1,1,1,27,1,11,14
"2397",3,1,5,4,5,1,5,1,5,5,15,1,12,14
"2398",1,5,3,4,5,1,5,1,5,5,15,1,12,14
"2399",1,1,5,4,5,1,5,1,5,5,15,1,12,14
"2400",4,5,1,4,5,1,5,1,5,5,15,1,12,14
"2401",5,2,2,2,2,2,1,27,1,1,1,1,13,14
"2402",4,2,2,2,2,2,1,27,1,1,1,1,13,14
"2403",6,2,2,2,2,2,1,27,1,1,1,1,13,14
"2404",1,2,2,2,2,2,1,27,1,1,1,1,13,14
"2405",2,2,2,2,2,2,1,27,1,1,1,1,13,14
"2406",2,4,6,1,3,3,5,6,5,6,5,5,14,14
"2407",5,1,1,1,3,3,5,6,5,6,5,5,14,14
"2408",1,3,3,1,3,3,5,6,5,6,5,5,14,14
"2409",1,6,6,6,3,3,5,1,5,1,5,15,15,14
"2410",6,5,5,6,3,3,5,1,5,1,5,15,15,14
"2411",6,2,4,6,3,3,5,1,5,1,5,15,15,14
"2412",6,3,3,6,3,3,5,1,5,1,5,15,15,14
"2021",1,3,2,1,1,1,27,1,1,1,1,1,1,15
"2022",1,2,5,1,1,1,27,1,1,1,1,1,1,15
"2023",1,4,3,1,1,1,27,1,1,1,1,1,1,15
"2024",1,6,1,1,1,1,27,1,1,1,1,1,1,15
"2025",1,4,1,1,1,1,27,1,1,1,1,1,1,15
"2026",1,5,1,1,1,1,27,1,1,1,1,1,1,15
"2027",1,1,1,1,1,1,27,1,1,1,1,1,1,15
"2028",1,2,3,3,2,2,1,21,4,1,1,4,2,15
"2029",2,1,3,3,2,2,1,21,4,1,1,4,2,15
"2030",1,4,2,3,2,2,1,21,4,1,1,4,2,15
"2031",2,1,3,3,2,2,1,21,4,1,1,4,2,15
"2032",1,3,4,3,2,2,1,21,4,1,1,4,2,15
"2033",3,1,2,3,2,2,1,21,4,1,1,4,2,15
"2034",5,1,2,3,2,2,1,21,4,1,1,4,2,15
"2035",3,1,6,3,2,2,1,21,4,1,1,4,2,15
"2036",1,1,2,3,2,2,1,21,4,1,1,4,2,15
"2037",3,1,3,3,2,2,1,21,4,1,1,4,2,15
"2038",6,1,2,3,2,2,1,21,4,1,1,4,2,15
"2039",3,1,2,3,2,2,1,21,4,1,1,4,2,15
"2040",3,1,1,3,2,2,1,21,4,1,1,4,2,15
"2041",4,1,2,3,2,2,1,21,4,1,1,4,2,15
"2042",5,1,3,3,2,2,1,21,4,1,1,4,2,15
"2043",1,1,1,3,2,2,1,21,4,1,1,4,2,15
"2044",3,3,3,3,2,2,1,21,4,1,1,4,2,15
"2045",3,2,3,3,2,2,1,21,4,1,1,4,2,15
"2046",3,2,4,3,2,2,1,21,4,1,1,4,2,15
"2047",3,2,6,3,2,2,1,21,4,1,1,4,2,15
"2048",3,2,5,3,2,2,1,21,4,1,1,4,2,15
"2049",3,2,3,3,2,2,1,21,4,1,1,4,2,15
"2050",3,2,2,3,2,2,1,21,4,1,1,4,2,15
"2051",2,1,2,2,2,2,1,21,4,1,1,4,3,15
"2052",2,6,2,2,2,2,1,21,4,1,1,4,3,15
"2053",2,4,2,2,2,2,1,21,4,1,1,4,3,15
"2054",2,2,2,2,2,2,1,21,4,1,1,4,3,15
"2055",2,2,3,2,2,2,1,27,1,1,1,1,4,15
"2056",2,2,5,2,2,2,1,27,1,1,1,1,4,15
"2057",2,2,2,2,2,2,1,27,1,1,1,1,4,15
"2058",1,5,1,1,1,2,27,1,1,1,1,1,5,15
"2059",1,1,2,1,1,2,27,1,1,1,1,1,5,15
"2060",1,1,1,3,1,1,27,1,1,1,1,1,6,15
"2061",1,2,1,3,1,1,27,1,1,1,1,1,6,15
"2062",1,1,2,3,1,1,27,1,1,1,1,1,6,15
"2063",1,4,1,3,1,1,27,1,1,1,1,1,6,15
"2064",3,1,1,3,1,1,27,1,1,1,1,1,6,15
"2065",4,6,2,4,3,4,1,1,4,21,1,4,7,15
"2066",4,4,3,4,3,4,1,1,4,21,1,4,7,15
"2067",4,3,4,4,3,4,1,1,4,21,1,4,7,15
"2068",3,3,2,2,2,3,4,1,21,1,4,1,8,15
"2069",3,3,3,2,2,3,4,1,21,1,4,1,8,15
"2070",1,2,3,2,2,3,4,1,21,1,4,1,8,15
"2071",5,2,3,2,2,3,4,1,21,1,4,1,8,15
"2072",6,2,3,2,2,3,4,1,21,1,4,1,8,15
"2073",2,2,3,2,2,3,4,1,21,1,4,1,8,15
"2074",2,1,4,1,3,6,6,6,5,5,5,5,9,15
"2075",4,3,5,1,3,6,6,6,5,5,5,5,9,15
"2076",4,4,2,1,3,6,6,6,5,5,5,5,9,15
"2077",1,3,5,1,3,6,6,6,5,5,5,5,9,15
"2078",1,3,6,1,3,6,6,6,5,5,5,5,9,15
"2079",2,2,5,2,4,2,5,15,1,5,5,1,10,15
"2080",2,5,2,2,4,2,5,15,1,5,5,1,10,15
"2081",2,5,5,2,4,2,5,15,1,5,5,1,10,15
"2082",2,4,2,2,4,2,5,15,1,5,5,1,10,15
"2083",3,1,4,3,3,1,6,5,5,5,6,5,11,15
"2084",2,1,1,3,3,1,6,5,5,5,6,5,11,15
"2085",3,1,6,3,3,1,6,5,5,5,6,5,11,15
"2086",5,1,3,3,3,1,6,5,5,5,6,5,11,15
"2087",3,3,1,3,3,1,6,5,5,5,6,5,11,15
"2088",5,6,6,4,2,2,1,5,5,5,1,15,12,15
"2089",1,1,1,4,2,2,1,5,5,5,1,15,12,15
"2090",2,1,3,4,2,2,1,5,5,5,1,15,12,15
"2091",3,4,2,4,2,2,1,5,5,5,1,15,12,15
"2092",3,4,4,4,2,2,1,5,5,5,1,15,12,15
"2093",2,3,2,4,2,2,1,5,5,5,1,15,12,15
"2094",3,2,2,4,2,2,1,5,5,5,1,15,12,15
"2095",3,4,2,4,2,2,1,5,5,5,1,15,12,15
"2096",4,2,2,4,2,2,1,5,5,5,1,15,12,15
"2097",4,2,3,6,2,6,5,6,5,6,5,5,13,15
"2098",1,1,1,6,2,6,5,6,5,6,5,5,13,15
"2099",3,2,6,6,2,6,5,6,5,6,5,5,13,15
"2100",3,2,5,6,2,6,5,6,5,6,5,5,13,15
"2101",2,2,6,6,2,6,5,6,5,6,5,5,13,15
"2102",6,2,6,6,2,6,5,6,5,6,5,5,13,15
"2103",4,5,2,1,6,3,5,5,6,5,5,6,14,15
"2104",6,3,1,1,6,3,5,5,6,5,5,6,14,15
"2105",1,6,2,1,6,3,5,5,6,5,5,6,14,15
"2106",1,6,3,1,6,3,5,5,6,5,5,6,14,15
"2107",4,4,4,4,4,5,1,1,4,21,4,1,15,15
"2108",4,3,4,4,4,5,1,1,4,21,4,1,15,15
"2109",4,4,1,4,4,5,1,1,4,21,4,1,15,15
"2110",4,4,5,4,4,5,1,1,4,21,4,1,15,15
"2111",6,6,1,6,6,6,5,1,5,1,5,15,16,15
"2112",6,1,5,6,6,6,5,1,5,1,5,15,16,15
"2113",6,6,3,6,6,6,5,1,5,1,5,15,16,15
"2114",6,6,6,6,6,6,5,1,5,1,5,15,16,15
"2115",3,1,5,5,1,3,5,1,15,5,5,1,17,15
"2116",3,2,4,5,1,3,5,1,15,5,5,1,17,15
"2117",1,3,5,5,1,3,5,1,15,5,5,1,17,15
"2118",5,1,3,5,1,3,5,1,15,5,5,1,17,15
"1991",2,5,1,5,2,5,4,4,1,1,21,1,1,16
"1992",2,1,1,5,2,5,4,4,1,1,21,1,1,16
"1993",5,1,5,5,2,5,4,4,1,1,21,1,1,16
"1994",1,5,5,5,2,5,4,4,1,1,21,1,1,16
"1995",2,1,5,5,2,5,4,4,1,1,21,1,1,16
"1996",5,5,1,5,2,5,4,4,1,1,21,1,1,16
"1997",6,1,5,5,2,5,4,4,1,1,21,1,1,16
"1998",1,5,5,5,2,5,4,4,1,1,21,1,1,16
"1999",5,1,5,5,2,5,4,4,1,1,21,1,1,16
"2000",5,2,5,5,2,5,4,4,1,1,21,1,1,16
"2001",5,2,3,5,3,5,1,5,5,1,15,5,2,16
"2002",2,1,3,5,3,5,1,5,5,1,15,5,2,16
"2003",5,1,3,5,3,5,1,5,5,1,15,5,2,16
"2004",5,3,6,5,3,5,1,5,5,1,15,5,2,16
"2005",5,3,4,5,3,5,1,5,5,1,15,5,2,16
"2006",5,3,2,5,3,5,1,5,5,1,15,5,2,16
"2007",5,3,1,5,3,5,1,5,5,1,15,5,2,16
"2008",5,3,5,5,3,5,1,5,5,1,15,5,2,16
"2009",3,4,5,3,3,3,1,5,15,5,1,5,3,16
"2010",3,2,4,3,3,3,1,5,15,5,1,5,3,16
"2011",2,3,3,3,3,3,1,5,15,5,1,5,3,16
"2012",3,2,3,3,3,3,1,5,15,5,1,5,3,16
"2013",3,2,6,3,3,3,1,5,15,5,1,5,3,16
"2014",2,3,5,3,3,3,1,5,15,5,1,5,3,16
"2015",1,2,3,3,3,3,1,5,15,5,1,5,3,16
"2016",3,2,1,3,3,3,1,5,15,5,1,5,3,16
"2017",3,4,3,3,3,3,1,5,15,5,1,5,3,16
"2018",3,6,3,3,3,3,1,5,15,5,1,5,3,16
"2019",3,4,3,3,3,3,1,5,15,5,1,5,3,16
"2020",3,3,3,3,3,3,1,5,15,5,1,5,3,16
"2771",1,1,1,4,4,3,1,4,21,4,1,1,1,17
"2772",2,2,3,4,4,3,1,4,21,4,1,1,1,17
"2773",3,3,3,4,4,3,1,4,21,4,1,1,1,17
"2774",4,4,4,4,4,3,1,4,21,4,1,1,1,17
"2775",4,3,4,4,4,3,1,4,21,4,1,1,1,17
"2776",3,4,4,4,4,3,1,4,21,4,1,1,1,17
"2777",4,4,3,4,4,3,1,4,21,4,1,1,1,17
"11",5,5,6,1,1,1,5,1,1,5,15,5,1,18
"12",1,4,5,1,1,1,5,1,1,5,15,5,1,18
"13",1,2,3,1,1,1,5,1,1,5,15,5,1,18
"14",1,3,4,1,1,1,5,1,1,5,15,5,1,18
"15",1,6,2,1,1,1,5,1,1,5,15,5,1,18
"16",1,1,1,1,1,1,5,1,1,5,15,5,1,18
"17",1,2,3,4,2,4,4,4,1,21,1,1,2,18
"18",1,4,5,4,2,4,4,4,1,21,1,1,2,18
"19",1,3,6,4,2,4,4,4,1,21,1,1,2,18
"20",2,5,3,4,2,4,4,4,1,21,1,1,2,18
"21",2,6,1,4,2,4,4,4,1,21,1,1,2,18
"22",3,2,4,4,2,4,4,4,1,21,1,1,2,18
"23",3,2,1,4,2,4,4,4,1,21,1,1,2,18
"24",5,2,4,4,2,4,4,4,1,21,1,1,2,18
"25",1,2,4,4,2,4,4,4,1,21,1,1,2,18
"26",6,2,4,4,2,4,4,4,1,21,1,1,2,18
"27",2,2,4,4,2,4,4,4,1,21,1,1,2,18
"28",4,2,4,4,2,4,4,4,1,21,1,1,2,18
"29",1,3,4,3,4,3,5,1,15,5,1,5,3,18
"30",1,4,3,3,4,3,5,1,15,5,1,5,3,18
"31",1,4,2,3,4,3,5,1,15,5,1,5,3,18
"32",1,4,1,3,4,3,5,1,15,5,1,5,3,18
"33",1,2,3,3,4,3,5,1,15,5,1,5,3,18
"34",5,4,3,3,4,3,5,1,15,5,1,5,3,18
"35",2,4,3,3,4,3,5,1,15,5,1,5,3,18
"36",3,4,3,3,4,3,5,1,15,5,1,5,3,18
"37",1,2,3,4,5,3,5,6,6,5,5,5,4,18
"38",1,4,5,4,5,3,5,6,6,5,5,5,4,18
"39",1,4,6,4,5,3,5,6,6,5,5,5,4,18
"40",2,4,5,4,5,3,5,6,6,5,5,5,4,18
"41",5,4,5,4,5,3,5,6,6,5,5,5,4,18
"42",3,4,5,4,5,3,5,6,6,5,5,5,4,18
"43",4,5,3,4,5,3,5,6,6,5,5,5,4,18
"44",1,4,5,6,5,4,5,1,1,5,5,15,5,18
"45",1,4,6,6,5,4,5,1,1,5,5,15,5,18
"46",1,4,2,6,5,4,5,1,1,5,5,15,5,18
"47",1,4,3,6,5,4,5,1,1,5,5,15,5,18
"48",1,5,6,6,5,4,5,1,1,5,5,15,5,18
"49",1,5,1,6,5,4,5,1,1,5,5,15,5,18
"50",2,5,3,6,5,4,5,1,1,5,5,15,5,18
"51",3,5,6,6,5,4,5,1,1,5,5,15,5,18
"52",6,5,3,6,5,4,5,1,1,5,5,15,5,18
"53",6,5,2,6,5,4,5,1,1,5,5,15,5,18
"54",6,5,4,6,5,4,5,1,1,5,5,15,5,18
"55",3,3,3,6,3,3,1,1,21,1,4,4,6,18
"56",3,3,4,6,3,3,1,1,21,1,4,4,6,18
"57",3,2,3,6,3,3,1,1,21,1,4,4,6,18
"58",3,3,5,6,3,3,1,1,21,1,4,4,6,18
"59",5,3,3,6,3,3,1,1,21,1,4,4,6,18
"60",1,3,3,6,3,3,1,1,21,1,4,4,6,18
"61",2,3,3,6,3,3,1,1,21,1,4,4,6,18
"62",6,3,3,6,3,3,1,1,21,1,4,4,6,18
"63",4,4,4,4,4,4,1,1,1,27,1,1,7,18
"64",1,2,2,2,2,2,5,15,5,1,5,1,8,18
"65",1,2,3,2,2,2,5,15,5,1,5,1,8,18
"66",1,3,2,2,2,2,5,15,5,1,5,1,8,18
"67",3,2,2,2,2,2,5,15,5,1,5,1,8,18
"68",5,2,2,2,2,2,5,15,5,1,5,1,8,18
"69",1,2,2,2,2,2,5,15,5,1,5,1,8,18
"70",4,2,2,2,2,2,5,15,5,1,5,1,8,18
"71",6,2,2,2,2,2,5,15,5,1,5,1,8,18
"72",2,2,2,2,2,2,5,15,5,1,5,1,8,18
"73",4,4,4,4,4,4,1,1,1,27,1,1,9,18
"411",1,2,3,2,1,6,27,1,1,1,1,1,1,19
"412",3,4,5,2,1,6,27,1,1,1,1,1,1,19
"413",1,1,1,2,1,6,27,1,1,1,1,1,1,19
"414",1,1,2,2,1,6,27,1,1,1,1,1,1,19
"415",1,1,3,2,1,6,27,1,1,1,1,1,1,19
"416",1,1,4,2,1,6,27,1,1,1,1,1,1,19
"417",1,2,1,2,1,6,27,1,1,1,1,1,1,19
"418",1,3,1,2,1,6,27,1,1,1,1,1,1,19
"419",1,1,5,2,1,6,27,1,1,1,1,1,1,19
"420",1,1,6,2,1,6,27,1,1,1,1,1,1,19
"421",1,6,1,2,1,6,27,1,1,1,1,1,1,19
"422",6,1,1,2,1,6,27,1,1,1,1,1,1,19
"423",2,1,1,2,1,6,27,1,1,1,1,1,1,19
"424",3,1,1,2,1,6,27,1,1,1,1,1,1,19
"425",4,1,1,2,1,6,27,1,1,1,1,1,1,19
"426",2,1,2,2,1,6,27,1,1,1,1,1,1,19
"427",2,1,3,2,1,6,27,1,1,1,1,1,1,19
"428",2,1,4,2,1,6,27,1,1,1,1,1,1,19
"429",2,1,5,2,1,6,27,1,1,1,1,1,1,19
"430",2,1,6,2,1,6,27,1,1,1,1,1,1,19
"431",1,3,2,3,3,3,1,1,27,1,1,1,2,19
"432",2,3,1,3,3,3,1,1,27,1,1,1,2,19
"433",2,3,3,3,3,3,1,1,27,1,1,1,2,19
"434",3,3,3,3,3,3,1,1,27,1,1,1,2,19
"435",1,2,2,5,5,5,5,5,1,5,15,1,3,19
"436",3,3,1,5,5,5,5,5,1,5,15,1,3,19
"437",5,5,5,5,5,5,5,5,1,5,15,1,3,19
"438",1,1,1,1,1,1,27,1,1,1,1,1,4,19
"439",4,4,4,4,5,5,1,5,1,15,5,5,5,19
"440",4,4,1,4,5,5,1,5,1,15,5,5,5,19
"441",4,1,1,4,5,5,1,5,1,15,5,5,5,19
"442",4,3,6,4,5,5,1,5,1,15,5,5,5,19
"443",4,5,6,4,5,5,1,5,1,15,5,5,5,19
"444",4,5,1,4,5,5,1,5,1,15,5,5,5,19
"445",4,5,2,4,5,5,1,5,1,15,5,5,5,19
"446",4,5,3,4,5,5,1,5,1,15,5,5,5,19
"447",4,5,4,4,5,5,1,5,1,15,5,5,5,19
"448",4,5,5,4,5,5,1,5,1,15,5,5,5,19
"449",2,2,2,2,6,5,5,15,1,1,5,5,6,19
"450",2,1,1,2,6,5,5,15,1,1,5,5,6,19
"451",2,1,2,2,6,5,5,15,1,1,5,5,6,19
"452",2,2,3,2,6,5,5,15,1,1,5,5,6,19
"453",2,3,4,2,6,5,5,15,1,1,5,5,6,19
"454",2,5,5,2,6,5,5,15,1,1,5,5,6,19
"455",2,5,1,2,6,5,5,15,1,1,5,5,6,19
"456",2,3,5,2,6,5,5,15,1,1,5,5,6,19
"457",2,4,5,2,6,5,5,15,1,1,5,5,6,19
"458",2,6,5,2,6,5,5,15,1,1,5,5,6,19
"459",2,2,2,2,3,2,1,21,1,4,4,1,7,19
"460",2,2,1,2,3,2,1,21,1,4,4,1,7,19
"461",2,1,2,2,3,2,1,21,1,4,4,1,7,19
"462",2,3,2,2,3,2,1,21,1,4,4,1,7,19
"463",1,1,1,1,1,1,5,6,5,5,6,5,8,19
"464",6,6,6,4,6,6,5,5,1,5,1,15,9,19
"465",6,6,1,4,6,6,5,5,1,5,1,15,9,19
"466",6,1,6,4,6,6,5,5,1,5,1,15,9,19
"467",2,6,6,4,6,6,5,5,1,5,1,15,9,19
"468",3,6,6,4,6,6,5,5,1,5,1,15,9,19
"469",4,6,6,4,6,6,5,5,1,5,1,15,9,19
"470",1,1,1,1,5,1,15,1,5,1,5,5,10,19
"471",1,1,2,1,5,1,15,1,5,1,5,5,10,19
"472",3,1,1,1,5,1,15,1,5,1,5,5,10,19
"473",1,4,1,1,5,1,15,1,5,1,5,5,10,19
"474",1,5,1,1,5,1,15,1,5,1,5,5,10,19
"475",3,3,3,3,3,1,1,1,27,1,1,1,11,19
"476",3,3,1,3,3,1,1,1,27,1,1,1,11,19
"477",1,2,2,3,3,6,5,6,6,5,5,5,12,19
"478",3,3,3,3,3,6,5,6,6,5,5,5,12,19
"479",3,3,4,3,3,6,5,6,6,5,5,5,12,19
"480",3,3,5,3,3,6,5,6,6,5,5,5,12,19
"481",3,4,3,3,3,6,5,6,6,5,5,5,12,19
"482",4,3,3,3,3,6,5,6,6,5,5,5,12,19
"483",4,4,3,3,3,6,5,6,6,5,5,5,12,19
"484",3,5,5,3,3,6,5,6,6,5,5,5,12,19
"485",5,3,5,3,3,6,5,6,6,5,5,5,12,19
"486",5,3,4,3,3,6,5,6,6,5,5,5,12,19
"487",5,3,6,3,3,6,5,6,6,5,5,5,12,19
"488",3,3,6,3,3,6,5,6,6,5,5,5,12,19
"489",1,1,1,2,3,2,5,6,5,6,5,5,13,19
"490",2,2,2,2,3,2,5,6,5,6,5,5,13,19
"491",2,2,3,2,3,2,5,6,5,6,5,5,13,19
"492",3,2,2,2,3,2,5,6,5,6,5,5,13,19
"493",2,3,2,2,3,2,5,6,5,6,5,5,13,19
"494",1,1,1,5,1,5,5,5,5,5,6,6,14,19
"495",1,2,2,5,1,5,5,5,5,5,6,6,14,19
"496",3,3,1,5,1,5,5,5,5,5,6,6,14,19
"497",4,1,4,5,1,5,5,5,5,5,6,6,14,19
"498",5,1,5,5,1,5,5,5,5,5,6,6,14,19
